,amount.sum,amount_type.code,bad_amount.sum,badi_amount.sum,customer_group.code,demarcation.code,demarcation.label,g1_amount.sum,item.label,l120_amount.sum,l150_amount.sum,l180_amount.sum,l1_amount.sum,l30_amount.sum,l60_amount.sum,l90_amount.sum,total_amount.sum
2013,,AUDA,0.0,-9791320.0,,DC24,Umzinyathi,0.0,Other,316093.0,15133666.0,0.0,0.0,978440.0,327608.0,302873.0,17058680.0
2013,,AUDA,0.0,-100466597.0,,DC24,Umzinyathi,0.0,Total By Income Source,3707830.0,154839341.0,0.0,0.0,9069879.0,3833955.0,3584382.0,175035387.0
2013,,AUDA,0.0,0.0,,DC24,Umzinyathi,0.0,Debtors Age Analysis By Customer Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC24,Umzinyathi,0.0,Organs of State,195441.0,20691454.0,0.0,0.0,467094.0,250981.0,177147.0,21782117.0
2013,,AUDA,0.0,0.0,,DC24,Umzinyathi,0.0,Commercial,702398.0,16769715.0,0.0,0.0,2742333.0,643127.0,672274.0,21529847.0
2013,,AUDA,0.0,-100466597.0,,DC24,Umzinyathi,0.0,Households,2660703.0,114841266.0,0.0,0.0,5342296.0,2744914.0,2525935.0,128115114.0
2013,,AUDA,0.0,0.0,,DC24,Umzinyathi,0.0,Other,149288.0,2536906.0,0.0,0.0,518156.0,194933.0,209026.0,3608309.0
2013,,AUDA,0.0,-100466597.0,,DC24,Umzinyathi,0.0,Total By Customer Group,3707830.0,154839341.0,0.0,0.0,9069879.0,3833955.0,3584382.0,175035387.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Debtors Age Analysis By Income Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Trade and Other Receivables from Exchange Transactions - Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Trade and Other Receivables from Exchange Transactions - Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Receivables from Non-exchange Transactions - Property Rates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Receivables from Exchange Transactions - Waste Water Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Receivables from Exchange Transactions - Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Receivables from Exchange Transactions - Property Rental Debtors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Interest on Arrear Debtor Accounts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Other,0.0,0.0,0.0,0.0,64385.0,0.0,0.0,64385.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Total By Income Source,0.0,0.0,0.0,0.0,64385.0,0.0,0.0,64385.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Debtors Age Analysis By Customer Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Organs of State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Households,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Other,0.0,0.0,0.0,0.0,64385.0,0.0,0.0,64385.0
2013,,AUDA,0.0,0.0,,DC25,Amajuba,0.0,Total By Customer Group,0.0,0.0,0.0,0.0,64385.0,0.0,0.0,64385.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Debtors Age Analysis By Income Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,50639079.0,0.0,,DC26,Zululand,0.0,Trade and Other Receivables from Exchange Transactions - Water,0.0,0.0,0.0,0.0,8062648.0,1025028.0,36956648.0,46044324.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Trade and Other Receivables from Exchange Transactions - Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Receivables from Non-exchange Transactions - Property Rates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Receivables from Exchange Transactions - Waste Water Management,0.0,0.0,0.0,0.0,912134.0,336971.0,13304436.0,14553541.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Receivables from Exchange Transactions - Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Receivables from Exchange Transactions - Property Rental Debtors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Interest on Arrear Debtor Accounts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,50639079.0,0.0,,DC26,Zululand,0.0,Total By Income Source,0.0,0.0,0.0,0.0,8974782.0,1361999.0,50261084.0,60597865.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Debtors Age Analysis By Customer Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Organs of State,0.0,0.0,0.0,0.0,911501.0,184498.0,1129097.0,2225096.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Commercial,0.0,0.0,0.0,0.0,1157020.0,315041.0,4100767.0,5572828.0
2013,,AUDA,0.0,0.0,,DC26,Zululand,0.0,Households,0.0,0.0,0.0,0.0,2381252.0,789739.0,44826514.0,47997505.0
2013,,AUDA,50639079.0,0.0,,DC26,Zululand,0.0,Other,0.0,0.0,0.0,0.0,4525009.0,72721.0,204706.0,4802436.0
2013,,AUDA,50639079.0,0.0,,DC26,Zululand,0.0,Total By Customer Group,0.0,0.0,0.0,0.0,8974782.0,1361999.0,50261084.0,60597865.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Debtors Age Analysis By Income Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Trade and Other Receivables from Exchange Transactions - Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Trade and Other Receivables from Exchange Transactions - Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Receivables from Non-exchange Transactions - Property Rates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Receivables from Exchange Transactions - Waste Water Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Receivables from Exchange Transactions - Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Receivables from Exchange Transactions - Property Rental Debtors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Interest on Arrear Debtor Accounts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Other,2424174.0,3953649.0,0.0,0.0,-394295.0,5656794.0,2396802.0,14037124.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Total By Income Source,2424174.0,3953649.0,0.0,0.0,-394295.0,5656794.0,2396802.0,14037124.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Debtors Age Analysis By Customer Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Organs of State,606797.0,8778062.0,0.0,0.0,-330430.0,1323904.0,414303.0,10792636.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Commercial,259760.0,230600.0,0.0,0.0,-470816.0,1583506.0,342027.0,1945077.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Households,1557617.0,-5055013.0,0.0,0.0,406951.0,2749384.0,1640472.0,1299411.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC27,Umkhanyakude,0.0,Total By Customer Group,2424174.0,3953649.0,0.0,0.0,-394295.0,5656794.0,2396802.0,14037124.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Debtors Age Analysis By Income Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,28984.0,25743019.0,,DC28,Uthungulu,19957778.0,Trade and Other Receivables from Exchange Transactions - Water,951878.0,2892903.0,777311.0,4327029.0,6598264.0,2943760.0,1210218.0,39659141.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Trade and Other Receivables from Exchange Transactions - Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Receivables from Non-exchange Transactions - Property Rates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,3291326.0,,DC28,Uthungulu,2362235.0,Receivables from Exchange Transactions - Waste Water Management,144800.0,340148.0,119865.0,727089.0,425332.0,265915.0,154537.0,4539921.0
2013,,AUDA,0.0,403467.0,,DC28,Uthungulu,248565.0,Receivables from Exchange Transactions - Waste Management,57757.0,-15636.0,6321.0,8306.0,1417629.0,557798.0,9658.0,2290398.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Receivables from Exchange Transactions - Property Rental Debtors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Interest on Arrear Debtor Accounts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,28984.0,29437812.0,,DC28,Uthungulu,22568578.0,Total By Income Source,1154435.0,3217415.0,903497.0,5062424.0,8441225.0,3767473.0,1374413.0,46489460.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Debtors Age Analysis By Customer Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,-1557.0,Organs of State,186187.0,1347850.0,128458.0,508427.0,1872340.0,525243.0,238131.0,4805079.0
2013,,AUDA,0.0,403468.0,,DC28,Uthungulu,1650018.0,Commercial,157309.0,424433.0,87309.0,380998.0,2183773.0,1211699.0,90560.0,6186099.0
2013,,AUDA,28984.0,29034344.0,,DC28,Uthungulu,20920117.0,Households,810939.0,1445132.0,687730.0,4172999.0,4385112.0,2030531.0,1045722.0,35498282.0
2013,,AUDA,0.0,0.0,,DC28,Uthungulu,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,28984.0,29437812.0,,DC28,Uthungulu,22568578.0,Total By Customer Group,1154435.0,3217415.0,903497.0,5062424.0,8441225.0,3767473.0,1374413.0,46489460.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Debtors Age Analysis By Income Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Trade and Other Receivables from Exchange Transactions - Water,2294940.0,2499784.0,56363843.0,0.0,4807895.0,5996084.0,5401868.0,77364414.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Trade and Other Receivables from Exchange Transactions - Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Receivables from Non-exchange Transactions - Property Rates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Receivables from Exchange Transactions - Waste Water Management,330248.0,307938.0,6387491.0,0.0,811005.0,873795.0,636195.0,9346672.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Receivables from Exchange Transactions - Waste Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Receivables from Exchange Transactions - Property Rental Debtors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Interest on Arrear Debtor Accounts,1144783.0,1234915.0,27717605.0,0.0,2426038.0,2993568.0,2661768.0,38178677.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,"Recoverable unauthorised, irregular or fruitless and wasteful Expenditure",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,,AUDA,0.0,0.0,,DC29,iLembe,0.0,Other,654498.0,706029.0,15846772.0,0.0,1387020.0,1711489.0,1521792.0,21827600.0
