,total_amount,account_type,mun_code,mun_name,label,Province
2013,57275401.0,AUDA,WC024,Stellenbosch,Total Repairs and Maintenance Expenditure,Western Cape
2013,73358731.0,AUDA,WC025,Breede Valley,Total Repairs and Maintenance Expenditure,Western Cape
2013,12097894.0,AUDA,WC026,Langeberg,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC031,Theewaterskloof,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC032,Overstrand,Total Repairs and Maintenance Expenditure,Western Cape
2013,1350806.0,AUDA,WC033,Cape Agulhas,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC034,Swellendam,Total Repairs and Maintenance Expenditure,Western Cape
2013,2311088.0,AUDA,WC041,Kannaland,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC042,Hessequa,Total Repairs and Maintenance Expenditure,Western Cape
2013,7188087.0,AUDA,WC043,Mossel Bay,Total Repairs and Maintenance Expenditure,Western Cape
2013,62122457.0,AUDA,WC044,George,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC045,Oudtshoorn,Total Repairs and Maintenance Expenditure,Western Cape
2013,9413435.0,AUDA,WC047,Bitou,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC048,Knysna,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC051,Laingsburg,Total Repairs and Maintenance Expenditure,Western Cape
2013,0.0,AUDA,WC052,Prince Albert,Total Repairs and Maintenance Expenditure,Western Cape
2013,10085746.0,AUDA,WC053,Beaufort West,Total Repairs and Maintenance Expenditure,Western Cape
2014,285686065.0,AUDA,BUF,Buffalo City,Total Repairs and Maintenance Expenditure,Western Cape
2014,0.0,AUDA,CPT,City of Cape Town,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,DC1,West Coast,Total Repairs and Maintenance Expenditure,Western Cape
2014,0.0,AUDA,DC10,Cacadu,Total Repairs and Maintenance Expenditure,Western Cape
2014,21179071.0,AUDA,DC12,Amathole,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,DC13,Chris Hani,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,DC14,Joe Gqabi,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,DC15,O.R.Tambo,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,1595588.0,AUDA,DC16,Xhariep,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,404943.0,AUDA,DC18,Lejweleputswa,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,DC19,Thabo Mofutsanyane,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,DC2,Cape Winelands,Total Repairs and Maintenance Expenditure,Free State
2014,1921784.0,AUDA,DC20,Fezile Dabi,Total Repairs and Maintenance Expenditure,Western Cape
2014,0.0,AUDA,DC21,Ugu,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,DC22,Umgungundlovu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC23,Uthukela,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC24,Umzinyathi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,4229755.0,AUDA,DC25,Amajuba,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC26,Zululand,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC27,Umkhanyakude,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC28,Uthungulu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC29,iLembe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,4117442.0,AUDA,DC3,Overberg,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,3347000.0,AUDA,DC30,Gert Sibande,Total Repairs and Maintenance Expenditure,Western Cape
2014,0.0,AUDA,DC31,Nkangala,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,99179.0,AUDA,DC32,Ehlanzeni,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,120164109.0,AUDA,DC33,Mopani,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,67723611.0,AUDA,DC34,Vhembe,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,DC35,Capricorn,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,DC36,Waterberg,Total Repairs and Maintenance Expenditure,Limpopo
2014,2903000.0,AUDA,DC37,Bojanala,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,DC38,Ngaka Modiri Molema,Total Repairs and Maintenance Expenditure,North West
2014,1346841.0,AUDA,DC39,Dr Ruth Segomotsi Mompati,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,DC4,Eden,Total Repairs and Maintenance Expenditure,North West
2014,572192.0,AUDA,DC40,Dr Kenneth Kaunda,Total Repairs and Maintenance Expenditure,Western Cape
2014,4316120.0,AUDA,DC42,Sedibeng,Total Repairs and Maintenance Expenditure,North West
2014,64817000.0,AUDA,DC43,Harry Gwala,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,DC44,Alfred Nzo,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,DC45,John Taolo Gaetsewe,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,43582000.0,AUDA,DC47,Sekhukhune,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,DC48,West Rand,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,DC5,Central Karoo,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,DC6,Namakwa,Total Repairs and Maintenance Expenditure,Western Cape
2014,0.0,AUDA,DC7,Pixley ka Seme,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,DC8,Z F Mgcawu,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,DC9,Frances Baard,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,EC101,Dr Beyers Naude,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,EC102,Blue Crane Route,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,1932029.0,AUDA,EC103,Ikwezi,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,12776976.0,AUDA,EC104,Makana,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC105,Ndlambe,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC106,Sundays River Valley,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,1953000.0,AUDA,EC107,Baviaans,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC108,Kouga,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC109,Kou-Kamma,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC121,Mbhashe,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC122,Mnquma,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC123,Great Kei,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC124,Amahlathi,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC126,Ngqushwa,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,7922770.0,AUDA,EC127,Nkonkobe,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,1207000.0,AUDA,EC128,Nxuba,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC129,Raymond Mhlaba,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC131,Inxuba Yethemba,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC132,Tsolwana,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,2296594.0,AUDA,EC133,Inkwanca,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC134,Lukanji,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC135,Intsika Yethu,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC136,Emalahleni,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC137,Engcobo,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC138,Sakhisizwe,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,3709847.0,AUDA,EC139,Enoch Mgijima,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC141,Elundini,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC142,Senqu,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC143,Maletswai,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC144,Gariep,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC145,Walter Sisulu,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC153,Ngquza Hill,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC154,Port St Johns,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC155,Nyandeni,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC156,Mhlontlo,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC157,King Sabata Dalindyebo,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC441,Matatiele,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,2366000.0,AUDA,EC442,Umzimvubu,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC443,Mbizana,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,EC444,Ntabankulu,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,1336283121.0,AUDA,EKU,Ekurhuleni,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,2483448165.0,AUDA,ETH,eThekwini,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,FS161,Letsemeng,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,FS162,Kopanong,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,FS163,Mohokare,Total Repairs and Maintenance Expenditure,Free State
2014,1657000.0,AUDA,FS164,Naledi,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS181,Masilonyana,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS182,Tokologo,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS183,Tswelopele,Total Repairs and Maintenance Expenditure,Free State
2014,37839048.0,AUDA,FS184,Matjhabeng,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS185,Nala,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS191,Setsoto,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS192,Dihlabeng,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS193,Nketoana,Total Repairs and Maintenance Expenditure,Free State
2014,86348125.0,AUDA,FS194,Maluti a Phofung,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS195,Phumelela,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS196,Mantsopa,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS201,Moqhaka,Total Repairs and Maintenance Expenditure,Free State
2014,27068714.0,AUDA,FS203,Ngwathe,Total Repairs and Maintenance Expenditure,Free State
2014,59612000.0,AUDA,FS204,Metsimaholo,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,FS205,Mafube,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,GT421,Emfuleni,Total Repairs and Maintenance Expenditure,Free State
2014,30203487.0,AUDA,GT422,Midvaal,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,GT423,Lesedi,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,GT481,Mogale City,Total Repairs and Maintenance Expenditure,Gauteng
2014,12181453.0,AUDA,GT482,Randfontein,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,GT483,Westonaria,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,GT484,Merafong City,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,GT485,Rand West City,Total Repairs and Maintenance Expenditure,Gauteng
2014,2483464750.0,AUDA,JHB,City of Johannesburg,Total Repairs and Maintenance Expenditure,Gauteng
2014,407280.0,AUDA,KZN211,Vulamehlo,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,KZN212,Umdoni,Total Repairs and Maintenance Expenditure,Gauteng
2014,0.0,AUDA,KZN213,Umzumbe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN214,uMuziwabantu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,731765.0,AUDA,KZN215,Ezingoleni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN216,Ray Nkonyeni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN221,uMshwathi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,6332898.0,AUDA,KZN222,uMngeni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN223,Mpofana,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN224,Impendle,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,139059872.0,AUDA,KZN225,The Msunduzi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN226,Mkhambathini,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN227,Richmond,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,32300080.0,AUDA,KZN232,Emnambithi/Ladysmith,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,386128.0,AUDA,KZN233,Indaka,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN234,Umtshezi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN235,Okhahlamba,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,38316586.0,AUDA,KZN236,Imbabazane,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN237,Inkosi Langalibalele,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN238,Alfred Duma,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN241,Endumeni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN242,Nqutu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,7455922.0,AUDA,KZN244,Msinga,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,6230522.0,AUDA,KZN245,Umvoti,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN252,Newcastle,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,1860229.0,AUDA,KZN253,Emadlangeni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,3680989.0,AUDA,KZN254,Dannhauser,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN261,eDumbe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN262,uPhongolo,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,12227000.0,AUDA,KZN263,Abaqulusi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,4506189.0,AUDA,KZN265,Nongoma,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN266,Ulundi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN271,Umhlabuyalingana,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN272,Jozini,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN273,The Big 5 False Bay,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,4435872.0,AUDA,KZN274,Hlabisa,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN275,Mtubatuba,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN276,Big Five Hlabisa,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,2445773.0,AUDA,KZN281,Mfolozi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN282,uMhlathuze,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN283,Ntambanana,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN284,uMlalazi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN285,Mthonjaneni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN286,Nkandla,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN291,Mandeni,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN292,KwaDukuza,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN293,Ndwedwe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN294,Maphumulo,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN431,Ingwe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,991092.0,AUDA,KZN432,Kwa Sani,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,2363309.0,AUDA,KZN433,Greater Kokstad,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,2761566.0,AUDA,KZN434,Ubuhlebezwe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN435,Umzimkhulu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,KZN436,Dr Nkosazana Dlamini Zuma,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,14690113.0,AUDA,LIM331,Greater Giyani,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,LIM332,Greater Letaba,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,19124850.0,AUDA,LIM333,Greater Tzaneen,Total Repairs and Maintenance Expenditure,KwaZulu-Natal
2014,0.0,AUDA,LIM334,Ba-Phalaborwa,Total Repairs and Maintenance Expenditure,Limpopo
2014,1296906.0,AUDA,LIM335,Maruleng,Total Repairs and Maintenance Expenditure,Limpopo
2014,12389000.0,AUDA,LIM341,Musina,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM342,Mutale,Total Repairs and Maintenance Expenditure,Limpopo
2014,19553799.0,AUDA,LIM343,Thulamela,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM344,Makhado,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM345,Makhado-Thulamela,Total Repairs and Maintenance Expenditure,Limpopo
2014,1008394.0,AUDA,LIM351,Blouberg,Total Repairs and Maintenance Expenditure,Limpopo
2014,1088783.0,AUDA,LIM352,Aganang,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM353,Molemole,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM354,Polokwane,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM355,Lepele-Nkumpi,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM361,Thabazimbi,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM362,Lephalale,Total Repairs and Maintenance Expenditure,Limpopo
2014,5296986.0,AUDA,LIM364,Mookgopong,Total Repairs and Maintenance Expenditure,Limpopo
2014,31609913.0,AUDA,LIM365,Modimolle,Total Repairs and Maintenance Expenditure,Limpopo
2014,12277714.0,AUDA,LIM366,Bela-Bela,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM367,Mogalakwena,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM368,Modimolle/Mookgophong,Total Repairs and Maintenance Expenditure,Limpopo
2014,9180043.0,AUDA,LIM471,Ephraim Mogale,Total Repairs and Maintenance Expenditure,Limpopo
2014,9584000.0,AUDA,LIM472,Elias Motsoaledi,Total Repairs and Maintenance Expenditure,Limpopo
2014,15446776.0,AUDA,LIM473,Makhuduthamaga,Total Repairs and Maintenance Expenditure,Limpopo
2014,691167.0,AUDA,LIM474,Fetakgomo,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM475,Greater Tubatse,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,LIM476,Greater Tubatse/Fetakgomo,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,MAN,Mangaung,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,MP301,Chief Albert Luthuli,Total Repairs and Maintenance Expenditure,Limpopo
2014,0.0,AUDA,MP302,Msukaligwa,Total Repairs and Maintenance Expenditure,Limpopo
2014,33379895.0,AUDA,MP303,Mkhondo,Total Repairs and Maintenance Expenditure,Free State
2014,0.0,AUDA,MP304,Dr Pixley Ka Isaka Seme,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,31405921.0,AUDA,MP305,Lekwa,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP306,Dipaleseng,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP307,Govan Mbeki,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP311,Victor Khanye,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,148014997.0,AUDA,MP312,Emalahleni,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP313,Steve Tshwete,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP314,Emakhazeni,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP315,Thembisile,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,331970065.0,AUDA,MP316,Dr JS Moroka,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP321,Thaba Chweu,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,155117075.0,AUDA,MP322,Mbombela,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP323,Umjindi,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP324,Nkomazi,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,88527945.0,AUDA,MP325,Bushbuckridge,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,MP326,Mbombela,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,NC061,Richtersveld,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,NC062,Nama Khoi,Total Repairs and Maintenance Expenditure,Mpumalanga
2014,0.0,AUDA,NC064,Kamiesberg,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC065,Hantam,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC066,Karoo Hoogland,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC067,Khâi-Ma,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC071,Ubuntu,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC072,Umsobomvu,Total Repairs and Maintenance Expenditure,Northern Cape
2014,11610873.0,AUDA,NC073,Emthanjeni,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC074,Kareeberg,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC075,Renosterberg,Total Repairs and Maintenance Expenditure,Northern Cape
2014,1089495.0,AUDA,NC076,Thembelihle,Total Repairs and Maintenance Expenditure,Northern Cape
2014,2944000.0,AUDA,NC077,Siyathemba,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC078,Siyancuma,Total Repairs and Maintenance Expenditure,Northern Cape
2014,845691.0,AUDA,NC081,Mier,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC082,Kai !Garib,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC083,//Khara Hais,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC084,!Kheis,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC085,Tsantsabane,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC086,Kgatelopele,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC087,Dawid Kruiper,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC091,Sol Plaatjie,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC092,Dikgatlong,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC093,Magareng,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC094,Phokwane,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC451,Joe Morolong,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC452,Ga-Segonyana,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NC453,Gamagara,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NMA,Nelson Mandela Bay,Total Repairs and Maintenance Expenditure,Northern Cape
2014,8169386.0,AUDA,NW371,Moretele,Total Repairs and Maintenance Expenditure,Northern Cape
2014,0.0,AUDA,NW372,Local Municipality of Madibeng,Total Repairs and Maintenance Expenditure,Eastern Cape
2014,0.0,AUDA,NW373,Rustenburg,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW374,Kgetlengrivier,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW375,Moses Kotane,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW381,Ratlou,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW382,Tswaing,Total Repairs and Maintenance Expenditure,North West
2014,53278801.0,AUDA,NW383,Mafikeng,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW384,Ditsobotla,Total Repairs and Maintenance Expenditure,North West
2014,4330770.0,AUDA,NW385,Ramotshere Moiloa,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW392,Naledi,Total Repairs and Maintenance Expenditure,North West
2014,5179252.0,AUDA,NW393,Mamusa,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW394,Greater Taung,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW396,Lekwa-Teemane,Total Repairs and Maintenance Expenditure,North West
2014,0.0,AUDA,NW397,Kagisano/Molopo,Total Repairs and Maintenance Expenditure,North West
