,amount_type.code,bad_amount.sum,badi_amount.sum,customer_group.code,demarcation.code,demarcation.label,g1_amount.sum,item.label,l120_amount.sum,l150_amount.sum,l180_amount.sum,l1_amount.sum,l30_amount.sum,l60_amount.sum,l90_amount.sum,total_amount.sum
2013,AUDA,,,,EC126,Ngqushwa,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,Trade Creditors,0,0,0,0,8187024,0,0,8187024
2013,AUDA,,,,EC126,Ngqushwa,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,Other,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC126,Ngqushwa,0,Total,0,0,0,0,8187024,0,0,8187024
2013,AUDA,,,,EC128,Nxuba,0,Bulk Electricity,0,0,0,0,8350,0,0,8350
2013,AUDA,,,,EC128,Nxuba,0,Bulk Water,4351248,0,0,0,373775,189350,291524,5205897
2013,AUDA,,,,EC128,Nxuba,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC128,Nxuba,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC128,Nxuba,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC128,Nxuba,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC128,Nxuba,0,Trade Creditors,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC128,Nxuba,0,Auditor General,4453189,0,0,0,0,46572,179412,4679173
2013,AUDA,,,,EC128,Nxuba,0,Other,3419021,0,0,0,0,81759,231940,3732720
2013,AUDA,,,,EC128,Nxuba,0,Total,12223458,0,0,0,382125,317681,702876,13626140
2013,AUDA,,,,EC131,Inxuba Yethemba,0,Bulk Electricity,0,0,0,0,3243591,0,0,3243591
2013,AUDA,,,,EC131,Inxuba Yethemba,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC131,Inxuba Yethemba,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC131,Inxuba Yethemba,17922547,VAT (output less input),0,0,0,0,1482859,0,0,19405406
2013,AUDA,,,,EC131,Inxuba Yethemba,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC131,Inxuba Yethemba,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC131,Inxuba Yethemba,0,Trade Creditors,0,0,0,0,8322562,0,0,8322562
2013,AUDA,,,,EC131,Inxuba Yethemba,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC131,Inxuba Yethemba,17387002,Other,0,0,0,0,890991,0,0,18277993
2013,AUDA,,,,EC131,Inxuba Yethemba,35309549,Total,0,0,0,0,13940003,0,0,49249552
2013,AUDA,,,,EC132,Tsolwana,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,Trade Creditors,0,0,0,0,1528115,9412,800,1538327
2013,AUDA,,,,EC132,Tsolwana,0,Auditor General,0,0,0,0,11995,0,0,11995
2013,AUDA,,,,EC132,Tsolwana,0,Other,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC132,Tsolwana,0,Total,0,0,0,0,1540110,9412,800,1550322
2013,AUDA,,,,EC133,Inkwanca,0,Bulk Electricity,0,0,0,0,553871,345356,0,899227
2013,AUDA,,,,EC133,Inkwanca,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC133,Inkwanca,1112835,PAYE deductions,131876,160597,154209,123281,115003,124308,279445,2201554
2013,AUDA,,,,EC133,Inkwanca,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC133,Inkwanca,0,Pensions / Retirement deductions,0,0,0,0,257218,243929,275577,776724
2013,AUDA,,,,EC133,Inkwanca,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC133,Inkwanca,0,Trade Creditors,381221,415369,1600,829468,176353,553838,517855,2875704
2013,AUDA,,,,EC133,Inkwanca,0,Auditor General,285037,1728267,47651,2007301,8806,33490,744203,4854755
2013,AUDA,,,,EC133,Inkwanca,1821672,Other,1407945,174298,165759,1155480,638413,528998,442941,6335506
2013,AUDA,,,,EC133,Inkwanca,2934507,Total,2206079,2478531,369219,4115530,1749664,1829919,2260021,17943470
2013,AUDA,,,,EC134,Lukanji,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,Trade Creditors,1674274,0,0,0,289233,1764638,28368,3756513
2013,AUDA,,,,EC134,Lukanji,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC134,Lukanji,0,Other,0,0,177181,0,0,0,0,177181
2013,AUDA,,,,EC134,Lukanji,0,Total,1674274,0,177181,0,289233,1764638,28368,3933694
2013,AUDA,,,,EC135,Intsika Yethu,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,Trade Creditors,930541,1163176,1395811,0,232635,465270,697905,4885338
2013,AUDA,,,,EC135,Intsika Yethu,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC135,Intsika Yethu,0,Other,3716805,4646007,5575208,0,929201,1858403,2787604,19513228
2013,AUDA,,,,EC135,Intsika Yethu,0,Total,4647346,5809183,6971019,0,1161836,2323673,3485509,24398566
2013,AUDA,,,,EC136,Emalahleni,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,Trade Creditors,0,0,0,0,2764560,0,0,2764560
2013,AUDA,,,,EC136,Emalahleni,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC136,Emalahleni,0,Other,0,0,0,0,4035879,0,0,4035879
2013,AUDA,,,,EC136,Emalahleni,0,Total,0,0,0,0,6800439,0,0,6800439
2013,AUDA,,,,EC137,Engcobo,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,Trade Creditors,846477,0,0,0,4391046,1585522,677690,7500735
2013,AUDA,,,,EC137,Engcobo,0,Auditor General,0,0,0,0,56013,0,0,56013
2013,AUDA,,,,EC137,Engcobo,0,Other,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC137,Engcobo,0,Total,846477,0,0,0,4447059,1585522,677690,7556748
2013,AUDA,,,,EC138,Sakhisizwe,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,Trade Creditors,0,0,0,0,6845138,0,0,6845138
2013,AUDA,,,,EC138,Sakhisizwe,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,Other,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC138,Sakhisizwe,0,Total,0,0,0,0,6845138,0,0,6845138
2013,AUDA,,,,EC141,Elundini,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,Trade Creditors,0,0,0,0,19924799,0,0,19924799
2013,AUDA,,,,EC141,Elundini,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,Other,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC141,Elundini,0,Total,0,0,0,0,19924799,0,0,19924799
2013,AUDA,,,,EC142,Senqu,0,Bulk Electricity,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,Trade Creditors,0,0,0,0,63721,0,0,63721
2013,AUDA,,,,EC142,Senqu,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC142,Senqu,0,Other,0,0,0,0,1581064,0,0,1581064
2013,AUDA,,,,EC142,Senqu,0,Total,0,0,0,0,1644785,0,0,1644785
2013,AUDA,,,,EC143,Maletswai,0,Bulk Electricity,0,0,0,0,8725275,3229928,2951471,14906674
2013,AUDA,,,,EC143,Maletswai,0,Bulk Water,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,0,PAYE deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,0,VAT (output less input),0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,0,Loan repayments,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,0,Trade Creditors,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,0,Auditor General,0,0,0,0,0,0,0,0
2013,AUDA,,,,EC143,Maletswai,5384233,Other,95299,646311,149220,789696,4044712,5428992,4960951,21499414
2013,AUDA,,,,EC143,Maletswai,5384233,Total,95299,646311,149220,789696,12769987,8658920,7912422,36406088
2013,AUDA,,,,EC144,Gariep,0,Bulk Electricity,0,0,0,0,0,0,0,0
