,amount_type.code,bad_amount.sum,badi_amount.sum,customer_group.code,demarcation.code,demarcation.label,g1_amount.sum,item.label,l120_amount.sum,l150_amount.sum,l180_amount.sum,l1_amount.sum,l30_amount.sum,l60_amount.sum,l90_amount.sum,total_amount.sum
2014,AUDA,,,,NC064,Kamiesberg,0,Trade Creditors,131135,2132175,668578,375551,58956,54588,54588,3475571
2014,AUDA,,,,NC064,Kamiesberg,0,Auditor General,544859,238847,3944844,0,22237,22978,0,4773765
2014,AUDA,,,,NC064,Kamiesberg,0,Other,1206351,68165,1244574,0,266395,1274537,0,4060022
2014,AUDA,,,,NC064,Kamiesberg,0,Total,2800407,5280241,14368609,1240344,2424520,1983924,1280110,29378155
2014,AUDA,,,,NC065,Hantam,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC065,Hantam,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC065,Hantam,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC065,Hantam,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC065,Hantam,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC065,Hantam,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC065,Hantam,0,Trade Creditors,0,0,0,0,2654799,0,0,2654799
2014,AUDA,,,,NC065,Hantam,0,Auditor General,7309,11003,15644,952562,6610,7192,0,1000320
2014,AUDA,,,,NC065,Hantam,0,Other,0,0,0,0,2576158,0,0,2576158
2014,AUDA,,,,NC065,Hantam,0,Total,7309,11003,15644,952562,5237567,7192,0,6231277
2014,AUDA,,,,NC066,Karoo Hoogland,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,Trade Creditors,0,0,0,0,6198458,0,0,6198458
2014,AUDA,,,,NC066,Karoo Hoogland,0,Auditor General,0,0,0,0,789707,0,0,789707
2014,AUDA,,,,NC066,Karoo Hoogland,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC066,Karoo Hoogland,0,Total,0,0,0,0,6988165,0,0,6988165
2014,AUDA,,,,NC071,Ubuntu,0,Bulk Electricity,583,0,0,0,1407884,936343,62230,2407040
2014,AUDA,,,,NC071,Ubuntu,0,Bulk Water,0,0,0,0,16034,0,0,16034
2014,AUDA,,,,NC071,Ubuntu,0,PAYE deductions,0,0,0,0,2175208,0,0,2175208
2014,AUDA,,,,NC071,Ubuntu,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC071,Ubuntu,0,Pensions / Retirement deductions,0,0,0,0,346166,0,0,346166
2014,AUDA,,,,NC071,Ubuntu,0,Loan repayments,0,0,0,0,10640,0,0,10640
2014,AUDA,,,,NC071,Ubuntu,0,Trade Creditors,10344,31398,0,0,2876327,262775,294797,3475641
2014,AUDA,,,,NC071,Ubuntu,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC071,Ubuntu,0,Other,0,0,0,0,3165245,0,0,3165245
2014,AUDA,,,,NC071,Ubuntu,0,Total,10927,31398,0,0,9997504,1199118,357027,11595974
2014,AUDA,,,,NC072,Umsobomvu,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,Trade Creditors,0,0,0,0,9622177,0,0,9622177
2014,AUDA,,,,NC072,Umsobomvu,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC072,Umsobomvu,0,Other,0,0,0,0,8656720,0,0,8656720
2014,AUDA,,,,NC072,Umsobomvu,0,Total,0,0,0,0,18278897,0,0,18278897
2014,AUDA,,,,NC073,Emthanjeni,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,Trade Creditors,0,0,0,0,715752,0,0,715752
2014,AUDA,,,,NC073,Emthanjeni,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC073,Emthanjeni,0,Other,0,0,0,0,13816070,0,0,13816070
2014,AUDA,,,,NC073,Emthanjeni,0,Total,0,0,0,0,14531822,0,0,14531822
2014,AUDA,,,,NC074,Kareeberg,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Trade Creditors,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC074,Kareeberg,0,Total,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC075,Renosterberg,0,Bulk Electricity,2026467,2026467,4449726,0,2026467,2026467,2026467,14582061
2014,AUDA,,,,NC075,Renosterberg,0,Bulk Water,126186,126186,1033946,0,139721,126186,126186,1678411
2014,AUDA,,,,NC075,Renosterberg,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC075,Renosterberg,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC075,Renosterberg,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC075,Renosterberg,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC075,Renosterberg,0,Trade Creditors,0,0,543014,0,146080,0,0,689094
2014,AUDA,,,,NC075,Renosterberg,0,Auditor General,43870,129019,6438636,0,41053,42404,44354,6739336
2014,AUDA,,,,NC075,Renosterberg,0,Other,0,0,714577,0,131578,0,0,846155
2014,AUDA,,,,NC075,Renosterberg,0,Total,2196523,2281672,13179899,0,2484899,2195057,2197007,24535057
2014,AUDA,,,,NC076,Thembelihle,0,Bulk Electricity,697118,35935,3848266,0,1168025,813881,829689,7392914
2014,AUDA,,,,NC076,Thembelihle,0,Bulk Water,13606,75353,714966,0,29143,41960,42300,917328
2014,AUDA,,,,NC076,Thembelihle,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC076,Thembelihle,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC076,Thembelihle,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC076,Thembelihle,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC076,Thembelihle,0,Trade Creditors,17007,17451,1382273,0,417060,1360385,72252,3266428
2014,AUDA,,,,NC076,Thembelihle,0,Auditor General,37182,110089,6190257,0,185686,37456,38614,6599284
2014,AUDA,,,,NC076,Thembelihle,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC076,Thembelihle,0,Total,764913,238828,12135762,0,1799914,2253682,982855,18175954
2014,AUDA,,,,NC078,Siyancuma,0,Bulk Electricity,2043971,2711692,2200034,2415452,0,0,2547951,11919100
2014,AUDA,,,,NC078,Siyancuma,0,Bulk Water,0,0,0,0,0,86424,0,86424
2014,AUDA,,,,NC078,Siyancuma,0,PAYE deductions,0,0,0,0,459944,0,0,459944
2014,AUDA,,,,NC078,Siyancuma,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC078,Siyancuma,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC078,Siyancuma,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC078,Siyancuma,0,Trade Creditors,420562,843941,63409,60445,0,83133,656817,2128307
2014,AUDA,,,,NC078,Siyancuma,0,Auditor General,0,0,0,1933452,0,0,89896,2023348
2014,AUDA,,,,NC078,Siyancuma,0,Other,0,0,0,1709648,0,0,0,1709648
2014,AUDA,,,,NC078,Siyancuma,0,Total,2464533,3555633,2263443,6118997,459944,169557,3294664,18326771
2014,AUDA,,,,NC081,Mier,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC081,Mier,18915,Bulk Water,8005,4458,491,2341,18338,31168,8045,91761
2014,AUDA,,,,NC081,Mier,0,PAYE deductions,0,0,0,0,68438,0,0,68438
2014,AUDA,,,,NC081,Mier,0,VAT (output less input),0,0,0,0,0,-1594178,0,-1594178
2014,AUDA,,,,NC081,Mier,1149772,Pensions / Retirement deductions,0,0,0,0,0,0,0,1149772
2014,AUDA,,,,NC081,Mier,1035763,Loan repayments,0,0,0,0,0,0,0,1035763
2014,AUDA,,,,NC081,Mier,928849,Trade Creditors,547957,177312,39898,70855,723222,550525,111795,3150413
2014,AUDA,,,,NC081,Mier,2991611,Auditor General,17502,18569,20715,195681,15761,16286,15761,3291886
2014,AUDA,,,,NC081,Mier,0,Other,0,0,0,0,1345069,0,0,1345069
2014,AUDA,,,,NC081,Mier,6124910,Total,573464,200339,61104,268877,2170828,-996199,135601,8538924
2014,AUDA,,,,NC083,//Khara Hais,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,Trade Creditors,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC083,//Khara Hais,0,Other,366799,1740569,0,0,57510276,2860742,2011468,64489854
2014,AUDA,,,,NC083,//Khara Hais,0,Total,366799,1740569,0,0,57510276,2860742,2011468,64489854
2014,AUDA,,,,NC084,!Kheis,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC084,!Kheis,0,Bulk Water,0,0,0,0,78986,5169,0,84155
2014,AUDA,,,,NC084,!Kheis,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC084,!Kheis,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC084,!Kheis,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC084,!Kheis,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC084,!Kheis,0,Trade Creditors,143335,31547,4469,80249,387232,293145,99354,1039331
2014,AUDA,,,,NC084,!Kheis,0,Auditor General,99385,532088,27075,2283403,425778,16820,0,3384549
2014,AUDA,,,,NC084,!Kheis,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC084,!Kheis,0,Total,242720,563635,31544,2363652,891996,315134,99354,4508035
2014,AUDA,,,,NC091,Sol Plaatjie,0,Bulk Electricity,0,0,0,0,45294596,0,0,45294596
2014,AUDA,,,,NC091,Sol Plaatjie,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC091,Sol Plaatjie,0,PAYE deductions,0,0,0,0,4757531,0,0,4757531
2014,AUDA,,,,NC091,Sol Plaatjie,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC091,Sol Plaatjie,0,Pensions / Retirement deductions,0,0,0,0,3142719,0,0,3142719
2014,AUDA,,,,NC091,Sol Plaatjie,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC091,Sol Plaatjie,0,Trade Creditors,0,0,0,0,34221286,0,0,34221286
2014,AUDA,,,,NC091,Sol Plaatjie,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC091,Sol Plaatjie,0,Other,0,0,0,0,46707618,52984,52984,46813586
2014,AUDA,,,,NC091,Sol Plaatjie,0,Total,0,0,0,0,134123750,52984,52984,134229718
2014,AUDA,,,,NC092,Dikgatlong,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,Trade Creditors,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC092,Dikgatlong,3843484,Other,0,0,0,94,0,0,0,3843578
2014,AUDA,,,,NC092,Dikgatlong,3843484,Total,0,0,0,94,0,0,0,3843578
2014,AUDA,,,,NC093,Magareng,0,Bulk Electricity,0,0,0,0,1802633,0,3292942,5095575
2014,AUDA,,,,NC093,Magareng,19551273,Bulk Water,319020,0,0,0,154702,66162,714026,20805183
2014,AUDA,,,,NC093,Magareng,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC093,Magareng,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC093,Magareng,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC093,Magareng,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC093,Magareng,95113,Trade Creditors,0,0,0,0,579196,0,130842,805151
2014,AUDA,,,,NC093,Magareng,0,Auditor General,0,0,0,896526,175039,0,0,1071565
2014,AUDA,,,,NC093,Magareng,7556852,Other,0,0,0,0,4431706,0,0,11988558
2014,AUDA,,,,NC093,Magareng,27203238,Total,319020,0,0,896526,7143276,66162,4137810,39766032
2014,AUDA,,,,NC451,Joe Morolong,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,Trade Creditors,0,0,0,0,1,0,0,1
2014,AUDA,,,,NC451,Joe Morolong,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC451,Joe Morolong,0,Other,0,0,0,0,25600522,0,0,25600522
2014,AUDA,,,,NC451,Joe Morolong,0,Total,0,0,0,0,25600523,0,0,25600523
2014,AUDA,,,,NC452,Ga-Segonyana,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,Trade Creditors,0,0,0,0,8384771,0,0,8384771
2014,AUDA,,,,NC452,Ga-Segonyana,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NC452,Ga-Segonyana,0,Total,0,0,0,0,8384771,0,0,8384771
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Bulk Water,0,0,0,0,669445,6794836,0,7464281
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,PAYE deductions,0,0,0,0,20399955,0,0,20399955
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Pensions / Retirement deductions,0,0,0,0,91874,0,0,91874
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Trade Creditors,78358056,0,0,0,836319869,145453754,7106152,1067237831
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Auditor General,0,0,0,0,1194883,0,0,1194883
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NMA,Nelson Mandela Bay,0,Total,78358056,0,0,0,858676026,152248590,7106152,1096388824
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,Bulk Electricity,0,0,947284,0,28435231,4241092,27699415,61323022
2014,AUDA,,,,NW372,Local Municipality of Madibeng,44773922,Bulk Water,4896801,0,0,0,0,7712597,3822582,61205902
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,Trade Creditors,0,0,0,0,441550,254364,0,695914
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW372,Local Municipality of Madibeng,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW372,Local Municipality of Madibeng,44773922,Total,4896801,0,947284,0,28876781,12208053,31521997,123224838
2014,AUDA,,,,NW373,Rustenburg,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,Trade Creditors,106560,0,138549,0,1600115,9425,0,1854649
2014,AUDA,,,,NW373,Rustenburg,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,Other,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW373,Rustenburg,0,Total,106560,0,138549,0,1600115,9425,0,1854649
2014,AUDA,,,,NW374,Kgetlengrivier,0,Bulk Electricity,1905601,1995918,2079092,-3446929,3836124,2157247,2314244,10841297
2014,AUDA,,,,NW374,Kgetlengrivier,0,Bulk Water,301229,148234,290029,755328,0,149676,7614,1652110
2014,AUDA,,,,NW374,Kgetlengrivier,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW374,Kgetlengrivier,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW374,Kgetlengrivier,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW374,Kgetlengrivier,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW374,Kgetlengrivier,0,Trade Creditors,538403,418629,280459,611497,516447,1175132,379808,3920375
2014,AUDA,,,,NW374,Kgetlengrivier,0,Auditor General,27634,1090193,78471,2420121,0,33484,32392,3682295
2014,AUDA,,,,NW374,Kgetlengrivier,0,Other,530254,10185,334341,566364,0,1094934,918069,3454147
2014,AUDA,,,,NW374,Kgetlengrivier,0,Total,3303121,3663159,3062392,906381,4352571,4610473,3652127,23550224
2014,AUDA,,,,NW375,Moses Kotane,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,Trade Creditors,0,35047953,0,0,0,0,0,35047953
2014,AUDA,,,,NW375,Moses Kotane,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW375,Moses Kotane,0,Other,0,32947988,0,0,0,0,0,32947988
2014,AUDA,,,,NW375,Moses Kotane,0,Total,0,67995941,0,0,0,0,0,67995941
2014,AUDA,,,,NW381,Ratlou,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,Trade Creditors,2225,0,19390,0,-9380,2251,-8374,6112
2014,AUDA,,,,NW381,Ratlou,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW381,Ratlou,0,Other,-817,1575,566821,0,1767136,-455098,462500,2342117
2014,AUDA,,,,NW381,Ratlou,0,Total,1408,1575,586211,0,1757756,-452847,454126,2348229
2014,AUDA,,,,NW382,Tswaing,0,Bulk Electricity,18692570,0,0,0,390560,2281977,2006048,23371155
2014,AUDA,,,,NW382,Tswaing,0,Bulk Water,0,0,0,0,43688,0,0,43688
2014,AUDA,,,,NW382,Tswaing,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW382,Tswaing,0,VAT (output less input),0,0,0,0,6355800,0,0,6355800
2014,AUDA,,,,NW382,Tswaing,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW382,Tswaing,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW382,Tswaing,0,Trade Creditors,0,0,0,0,39533443,0,0,39533443
2014,AUDA,,,,NW382,Tswaing,0,Auditor General,103792,58150,57125,3633870,50885,26549,0,3930371
2014,AUDA,,,,NW382,Tswaing,0,Other,0,0,0,0,22495453,0,0,22495453
2014,AUDA,,,,NW382,Tswaing,0,Total,18796362,58150,57125,3633870,68869829,2308526,2006048,95729910
2014,AUDA,,,,NW383,Mafikeng,0,Bulk Electricity,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW383,Mafikeng,33915082,Bulk Water,0,4789062,0,0,0,0,0,38704144
2014,AUDA,,,,NW383,Mafikeng,0,PAYE deductions,0,0,0,0,26252121,0,0,26252121
2014,AUDA,,,,NW383,Mafikeng,0,VAT (output less input),2398340,47069621,-41770607,0,26585578,-905165,4189611,37567378
2014,AUDA,,,,NW383,Mafikeng,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW383,Mafikeng,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW383,Mafikeng,0,Trade Creditors,-2004122,-15657551,74592716,0,74305020,-2640765,627538,129222836
2014,AUDA,,,,NW383,Mafikeng,0,Auditor General,0,500000,0,0,0,0,0,500000
2014,AUDA,,,,NW383,Mafikeng,0,Other,25640865,24146822,15066217,0,-29036358,-4881453,-15868374,15067719
2014,AUDA,,,,NW383,Mafikeng,33915082,Total,26035083,60847954,47888326,0,98106361,-8427383,-11051225,247314198
2014,AUDA,,,,NW384,Ditsobotla,0,Bulk Electricity,0,0,0,0,55433050,0,0,55433050
2014,AUDA,,,,NW384,Ditsobotla,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW384,Ditsobotla,0,PAYE deductions,0,0,0,0,10054134,0,0,10054134
2014,AUDA,,,,NW384,Ditsobotla,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW384,Ditsobotla,0,Pensions / Retirement deductions,0,0,0,0,4343701,0,0,4343701
2014,AUDA,,,,NW384,Ditsobotla,0,Loan repayments,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW384,Ditsobotla,0,Trade Creditors,0,0,0,0,316043,0,0,316043
2014,AUDA,,,,NW384,Ditsobotla,0,Auditor General,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW384,Ditsobotla,0,Other,0,0,0,0,-5017366,0,0,-5017366
2014,AUDA,,,,NW384,Ditsobotla,0,Total,0,0,0,0,65129562,0,0,65129562
2014,AUDA,,,,NW385,Ramotshere Moiloa,0,Bulk Electricity,1607705,0,0,0,9611897,2623470,2536251,16379323
2014,AUDA,,,,NW385,Ramotshere Moiloa,0,Bulk Water,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW385,Ramotshere Moiloa,0,PAYE deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW385,Ramotshere Moiloa,0,VAT (output less input),0,0,0,0,0,0,0,0
2014,AUDA,,,,NW385,Ramotshere Moiloa,0,Pensions / Retirement deductions,0,0,0,0,0,0,0,0
2014,AUDA,,,,NW385,Ramotshere Moiloa,0,Loan repayments,0,0,0,0,0,0,0,0
