,mun_code,mun_name,province,Adult_emp,overcrowding,empSector,difficulty,typeDwelling,circumstance_measure
178,MP321,Thaba Chweu,Mpumalanga,0.7177902962020716,0.9144670688788336,0.680489321998756,0.9126599907155647,0.7820001227822457,0.8014813601154945
179,MP323,Umjindi,Mpumalanga,0.7329411764705882,0.8997039874629984,0.625388198757764,0.9230423446911804,0.8423997245653296,0.8046950863895722
180,MP324,Nkomazi,Mpumalanga,0.4910800917350269,0.8866651923927465,0.6116814770080234,0.9343295227511852,0.9434173300875057,0.7734347227948977
181,MP325,Bushbuckridge,Mpumalanga,0.36148604590506,0.9236951958303735,0.6642300194931774,0.9494819535803143,0.9702877181796445,0.773836186597714
182,NW371,Moretele,North West,0.4940730889325778,0.9045801526717557,0.6532156368221942,0.9093439845073832,0.8593563087439476,0.7641138343355718
183,NW372,Madibeng,North West,0.7009128145114102,0.8653795608229194,0.6731685074475631,0.9083230821909122,0.6365580783152353,0.7568684086576081
184,NW374,Kgetlengrivier,North West,0.6757964703185881,0.8737248071659617,0.5073627844712182,0.8923490965013456,0.7145447950671019,0.7327555907048432
185,NW375,Moses Kotane,North West,0.5197551739741361,0.8824255369645189,0.7428407789232532,0.9055584148224395,0.8032833353017598,0.7707726479972216
186,NW381,Ratlou,North West,0.2526195068550279,0.8171323491852684,0.535851966075559,0.8580694810905893,0.9089843550935127,0.6745315316599916
187,NW382,Tswaing,North West,0.47150959860383945,0.7778019871012725,0.5761239138647526,0.8846959213401311,0.7703790238836968,0.6961020889587386
188,NW383,Mafikeng,North West,0.5260933096753992,0.8543663281361751,0.6366139022711631,0.8715546273823634,0.8929269245799141,0.756311018409003
189,NW385,Ramotshere Moiloa,North West,0.3849951409135083,0.8192728831391497,0.650611620795107,0.9049714956405097,0.8274286599295311,0.7174559600835612
190,NW392,Naledi,North West,0.6684912760862128,0.8028690003608806,0.5433651344319167,0.8717363520175279,0.8223412663563713,0.7417606058505819
191,NW393,Mamusa,North West,0.5174106736976088,0.8255181943804698,0.5762237762237762,0.895483747243264,0.8297561421134351,0.7288785067317108
192,NW394,Greater Taung,North West,0.2803354965103465,0.8589388001205909,0.6608938547486034,0.8534515636918383,0.9097778177565891,0.7126795065655936
193,NW397,Kagisano/Molopo,North West,0.3230373933960201,0.7998797091147685,0.42917448405253283,0.8267137563686893,0.9178555987894509,0.6593321883442923
