,mun_code,mun_name,province,Adult_emp,overcrowding,empSector,difficulty,typeDwelling,circumstance_measure
22,EC102,Blue Crane Route,Eastern Cape,0.5162517289073306,0.8700297775442284,0.5613660618996799,0.9117533718689788,0.9703021882598124,0.7659406256960061
23,EC103,Ikwezi,Eastern Cape,0.6525735294117647,0.8950310559006212,0.5697399527186762,0.9242524916943522,0.9792556436851739,0.8041705346821177
24,EC104,Makana,Eastern Cape,0.606590992310509,0.8445428614322174,0.6574561403508772,0.8970506839566695,0.8617623282134196,0.7734806012527385
25,EC106,Sundays River Valley,Eastern Cape,0.6958907056798623,0.8686426774581647,0.7407407407407407,0.9121007227792026,0.8655034138940068,0.8165756521103953
26,EC107,Baviaans,Eastern Cape,0.6069489685124865,0.8255350018135654,0.5629251700680272,0.8979284369114877,0.9634408602150538,0.7713556875041241
27,EC108,Kouga,Eastern Cape,0.7686595826398669,0.8632292901356513,0.649728555917481,0.924175667993178,0.7977682067345341,0.8007122606841423
28,EC109,Kou-Kamma,Eastern Cape,0.8515730844497967,0.7570794428287158,0.6820869565217391,0.928745729624207,0.919673863807942,0.8278318154464803
29,EC121,Mbhashe,Eastern Cape,0.21072864916016087,0.42950255299396567,0.6622915927633912,0.9102766470050677,0.26628323010041166,0.4958165344045995
30,EC123,Great Kei,Eastern Cape,0.4492486967187979,0.48666997847325716,0.6027060270602707,0.905433563071005,0.6108001317089233,0.6109716794064508
31,EC124,Amahlathi,Eastern Cape,0.3981064649371142,0.6845287166804067,0.6195995785036881,0.8759648265754763,0.5918162763145903,0.6340031726022551
32,EC126,Ngqushwa,Eastern Cape,0.26252921319137884,0.6946378515236459,0.6288135593220339,0.8695491841062045,0.7339840283939663,0.637902767307446
33,EC127,Nkonkobe,Eastern Cape,0.3290246768507638,0.8123573128673435,0.720701754385965,0.8825293282129517,0.6897847131917353,0.686879557101752
