,geo_code,name,province,total,0-14,15-24,25-34,35-44,45-54,55-64
25,EC106,Sundays River Valley,Eastern Cape,53807,0.2671957180292527,0.1787685617113015,0.17718884160053525,0.14726708420837437,0.10894493281543294,0.06649692419201962
26,EC107,Baviaans,Eastern Cape,17618,0.3072425928028153,0.1630718583267113,0.13962992394142354,0.1278805766829379,0.11567714837098422,0.07952094448859122
27,EC108,Kouga,Eastern Cape,97474,0.267189199171061,0.1626587602847939,0.16938876007961098,0.13762644397480353,0.1054024662987053,0.07592793975829452
28,EC109,Kou-Kamma,Eastern Cape,40205,0.2961323218505161,0.16649670439000125,0.16667081208804874,0.1435891058326079,0.11105583882601666,0.06879741325705759
29,EC121,Mbhashe,Eastern Cape,248983,0.38353220902631907,0.2207781254141849,0.09572541097183342,0.07355120630725792,0.07691288160235839,0.06529763076193958
30,EC123,Great Kei,Eastern Cape,38402,0.2892818082391542,0.18269881776990782,0.13014947138169888,0.11567105879902088,0.10973386802770689,0.07582938388625593
31,EC124,Amahlathi,Eastern Cape,121361,0.3157109779912822,0.18777037104176794,0.11269683011840706,0.10201794645726386,0.10949151704419047,0.08277782813259614
32,EC126,Ngqushwa,Eastern Cape,71217,0.3043936138843254,0.16939775615372735,0.10305123776626367,0.09815072243986689,0.10844320878441945,0.0934467893901737
33,EC127,Nkonkobe,Eastern Cape,125684,0.28951974793927626,0.19807612743069922,0.11949810636198721,0.10742019668374654,0.10856592724610929,0.08184812704878902
34,EC131,Inxuba Yethemba,Eastern Cape,65212,0.2897626203766178,0.1762405692203889,0.14670612770655708,0.12913267496779735,0.11237195608170275,0.08125805066552168
35,EC132,Tsolwana,Eastern Cape,32960,0.33407160194174756,0.19117111650485438,0.1176881067961165,0.09887742718446602,0.09256674757281554,0.08027912621359223
36,EC133,Inkwanca,Eastern Cape,21933,0.3089408653626955,0.19076277754981077,0.14234258879314277,0.11060958373227557,0.1017644645055396,0.07869420507910455
37,EC134,Lukanji,Eastern Cape,189002,0.3068856414217839,0.19688151448132823,0.1370197140770997,0.1109035883218167,0.1039195352430133,0.07299393657209977
38,EC136,Emalahleni,Eastern Cape,117871,0.3539886825427798,0.1991584019818276,0.09292361988954026,0.07983303781252386,0.09104868882082955,0.08054568129565372
39,EC137,Engcobo,Eastern Cape,152249,0.3997267633941766,0.2010193827217256,0.09507451608877562,0.08077557159652937,0.07933057031573278,0.0649987848852866
40,EC138,Sakhisizwe,Eastern Cape,62837,0.3515126438244983,0.20499069019844995,0.11276795518563903,0.0887693556344192,0.0911883126183618,0.07310979200152776
41,EC141,Elundini,Eastern Cape,136450,0.3583730304140711,0.21015756687431295,0.10664712348845731,0.08358373030414071,0.08274093074386223,0.07314767314034445
42,EC142,Senqu,Eastern Cape,131538,0.34475208684942754,0.21114050692575528,0.12165305843178398,0.08987516915264031,0.08150496434490413,0.07108212075597926
43,EC143,Maletswai,Eastern Cape,43434,0.3246765206980706,0.18918358889349357,0.15893079154579362,0.11831744716121011,0.08907768107933876,0.06273886816779481
44,EC153,Ngquza Hill,Eastern Cape,267972,0.4251078470885018,0.22362410998163987,0.11190348245339066,0.07469437105369217,0.06354022062006479,0.04440762467720508
45,EC154,Port St Johns,Eastern Cape,150582,0.4271493272768326,0.22938996692831812,0.09974631762096399,0.0702540808330345,0.06486831095350042,0.04942821851217277
46,EC155,Nyandeni,Eastern Cape,280981,0.40970385897978867,0.2314320185350611,0.10930988216285087,0.07662795705047672,0.06754905135934458,0.04879689374014613
47,EC156,Mhlontlo,Eastern Cape,183175,0.38670124198171146,0.222011737409581,0.09904735908284427,0.0766480141940767,0.07700286611164188,0.06353487102497611
48,EC441,Matatiele,Eastern Cape,199962,0.3895690181134416,0.2116352106900311,0.10732539182444664,0.07964513257518929,0.07514427741270842,0.06464728298376692
