,geo_code,name,province,total,0-14,15-24,25-34,35-44,45-54,55-64
175,MP314,Emakhazeni,Mpumalanga,44385,0.2835417370733356,0.195156021178326,0.17931733693815477,0.12772332995381322,0.09374788779993241,0.06360256843528218
176,MP315,Thembisile,Mpumalanga,309789,0.3234459583781219,0.20894867151512803,0.1519033923089587,0.11290588109971626,0.09014522788091249,0.06257162132935644
177,MP316,Dr JS Moroka,Mpumalanga,251876,0.3268711588241833,0.20699868189108928,0.13097714748527053,0.09921151677809716,0.08433911924915434,0.06972478521177088
178,MP321,Thaba Chweu,Mpumalanga,93702,0.2592367292053531,0.18729589549849524,0.19358178053830227,0.14638961815116006,0.10350899660626241,0.060863161938912724
179,MP323,Umjindi,Mpumalanga,65308,0.28100692105101976,0.19887303240031848,0.19630060635756721,0.13560360139645986,0.09257671341948918,0.0541740674955595
180,MP324,Nkomazi,Mpumalanga,391131,0.3601402087791558,0.237017776652835,0.1568911694547351,0.10028098002970871,0.06375101947940716,0.0395877595997249
181,MP325,Bushbuckridge,Mpumalanga,550294,0.3727153121785809,0.2288231381770472,0.13506234849007984,0.09492925599770305,0.06688606454004586,0.046878577633047064
182,NW371,Moretele,Mpumalanga,181965,0.3120710026653477,0.1935866787569038,0.14701178798120518,0.10286044019454291,0.08503833154727558,0.07461874536311928
183,NW372,Madibeng,North West,467509,0.2564549559473721,0.18711297536518012,0.19885606480303053,0.13552038570380462,0.10360228359240142,0.06591103058978544
184,NW374,Kgetlengrivier,North West,51023,0.27483683828861494,0.18183956255022246,0.16535679987456636,0.13452756599964721,0.10597181663171511,0.0763381220234012
185,NW375,Moses Kotane,North West,235935,0.29596287112976033,0.18267743234365397,0.15244452921355459,0.11365842287070592,0.10182041664017633,0.07324051115773413
186,NW381,Ratlou,North West,103531,0.3828321951879147,0.19068684741768166,0.11048864591281839,0.08913272353208218,0.08361746723203678,0.06590296626131303
187,NW382,Tswaing,North West,120214,0.34398655730613736,0.19404561864674663,0.13314588982980352,0.10424742542465935,0.09650290315603839,0.06574109504716588
188,NW383,Mafikeng,North West,285305,0.3093145931546941,0.20829287954995532,0.15048456914530065,0.1251152275634847,0.09844552321200119,0.05838663886016719
189,NW385,Ramotshere Moiloa,North West,146743,0.32411767511908574,0.18402240652024288,0.13320567250226586,0.11138521087888349,0.09495512562779826,0.07447033248604704
190,NW392,Naledi,North West,66118,0.29764965667443055,0.17958800931667623,0.16399467618500257,0.132006412777156,0.1088054690099519,0.06651743851901147
191,NW393,Mamusa,North West,59051,0.35101861103114257,0.18948027975817514,0.14932854651064334,0.106501160014225,0.08895700326836124,0.062454488492997576
192,NW394,Greater Taung,North West,173666,0.35765780290903226,0.19469556505015376,0.11543998249513433,0.09396773116211579,0.08622297974272454,0.07035919523683393
193,NW397,Kagisano/Molopo,North West,102998,0.36978387929862716,0.18216858579778247,0.1240218256665178,0.10296316433328802,0.09425425736422066,0.06522456746732946
194,NW401,Ventersdorp,North West,53310,0.29739260926655414,0.1860251359969987,0.16152691802663666,0.11963984243106358,0.09551678859501031,0.0731007315700619
195,NW402,Tlokwe City Council,North West,162660,0.2475347350301242,0.20805360875445714,0.16919340956596582,0.13791958686831426,0.10874830935694085,0.07069347104389524
196,NW403,City of Matlosana,North West,397071,0.27797799386004013,0.17979656031289115,0.16928962326636798,0.1370183166234754,0.11355903604141325,0.0679551012287475
197,NW404,Maquassi Hills,North West,77186,0.31663773223123365,0.18608296841396108,0.1609229653045889,0.11794885082787034,0.09799704609644236,0.06603529137408339
198,NC061,Richtersveld,North West,12020,0.23477537437603993,0.14733777038269552,0.1757071547420965,0.15881863560732112,0.13302828618968385,0.07903494176372712
199,NC064,Kamiesberg,Northern Cape,10454,0.2580830304189784,0.1534340922135068,0.11526688348957337,0.12387602831452076,0.12837191505643772,0.09412665008609145
200,NC065,Hantam,Northern Cape,21449,0.26933656580726373,0.16066017063732574,0.12499417222248123,0.1318476385845494,0.12574012774488322,0.08876870716583524
201,NC066,Karoo Hoogland,Northern Cape,12356,0.27209452897377795,0.1430074457753318,0.1150048559404338,0.14268371641307867,0.12358368404014244,0.09145354483651667
202,NC067,Khâi-Ma,Northern Cape,12573,0.2531615366261036,0.17975025849041598,0.17760279965004375,0.14252763859063072,0.10856597470770699,0.06442376521116679
203,NC072,Umsobomvu,Northern Cape,28483,0.29533405891233366,0.17090896324123162,0.1515991995225222,0.11392760594038549,0.09869044693325843,0.07214829898535968
204,NC073,Emthanjeni,Northern Cape,42428,0.3031252946167625,0.1725747148109739,0.14089752050532667,0.11992080701423588,0.10457716602243801,0.07582257000094278
205,NC074,Kareeberg,Northern Cape,11723,0.2840569820011942,0.15960078478205236,0.11763200545935341,0.1280388978930308,0.11507293354943274,0.09050584321419432
206,NC075,Renosterberg,Northern Cape,10984,0.31627822286962853,0.1572286962855062,0.13337581937363438,0.11890021849963583,0.10278587035688273,0.08330298616168973
207,NC076,Thembelihle,Northern Cape,15854,0.2968336066607796,0.1737101047054371,0.1402169799419705,0.12432193768134225,0.10703923300113537,0.06875236533366974
208,NC078,Siyancuma,Northern Cape,36882,0.3028035356000217,0.17206225258933897,0.14679247329320536,0.12458651916924245,0.09942519386150425,0.06748549427905211
209,NC081,Mier,Northern Cape,6930,0.3101010101010101,0.17647907647907649,0.12438672438672439,0.1251082251082251,0.09206349206349207,0.07272727272727272
210,NC082,Kai !Garib,Northern Cape,65145,0.23757771125949803,0.2179906362729296,0.18874817714329573,0.12932688617698979,0.09732136004298104,0.059912502878194794
211,NC083,//Khara Hais,Northern Cape,94288,0.28815968097743083,0.1821970982521636,0.15223570337688783,0.13342100797556422,0.10380960461564569,0.06325301204819277
212,NC084,!Kheis,Northern Cape,16340,0.3415544675642595,0.16003671970624234,0.14504283965728273,0.12460220318237454,0.09718482252141983,0.06915544675642595
213,NC086,Kgatelopele,Northern Cape,18727,0.28376141400117477,0.1772841352058525,0.168152934266033,0.13173492817856572,0.11427350883750734,0.06295722753243979
214,NC091,Sol Plaatjie,Northern Cape,250172,0.26723614153462416,0.17898086116751674,0.1632636745918808,0.13257278992053467,0.1029771517196169,0.06707785043889804
215,NC092,Dikgatlong,Northern Cape,46619,0.3004568952572985,0.1762800574872906,0.1521268152470023,0.12402668439906477,0.09869366567279435,0.06488770672901607
216,NC093,Magareng,Northern Cape,24539,0.28603447573250745,0.17877664126492523,0.13659888341008192,0.1132482986266759,0.09959656057704062,0.07172256408166591
217,NC451,Joe Morolong,Northern Cape,87145,0.3879625910838258,0.18612657065809857,0.11627746858683803,0.09026335417981525,0.0848470939239199,0.06708359630500889
218,NC452,Ga-Segonyana,Northern Cape,92490,0.3260136230943886,0.19421559087468915,0.16655854686993188,0.12164558330630339,0.08967455941182831,0.05670883338739323
219,NC453,Gamagara,Northern Cape,40919,0.2469757325447836,0.1836799530780322,0.23199491678682274,0.14313644028446443,0.09922041105598867,0.05535325887729416
220,CPT,City of Cape Town,Northern Cape,3707354,0.24742741049276654,0.1846683645532636,0.19175994523317708,0.14306402895434317,0.10890543498139105,0.06774184499241238
221,WC011,Matzikama,Western Cape,66890,0.2662580355808043,0.18219464792943638,0.15447750037374794,0.13750934369860965,0.12131858274779489,0.07439079085065033
222,WC013,Bergrivier,Western Cape,61292,0.24874371859296482,0.17346472622854534,0.1581772498857926,0.15135743653331593,0.11861254323565881,0.0804672714220453
223,WC014,Saldanha Bay,Western Cape,98123,0.2532128043374132,0.18155784066936395,0.18221008326284358,0.14761065193685477,0.11316408996871274,0.0699937833127809
224,WC015,Swartland,Western Cape,113225,0.24937072201368957,0.1808787811879002,0.17137557959814528,0.15078825347758887,0.11535438286597482,0.07358798851843674
225,WC022,Witzenberg,Western Cape,116692,0.2513968395434134,0.19069859116306173,0.19099852603434683,0.15396085421451342,0.10929626709628766,0.061280978987419875
226,WC023,Drakenstein,Western Cape,250133,0.25413280134968197,0.19444855336960737,0.16095837014708175,0.14619422467247425,0.12067180260101626,0.07017466707711498
227,WC025,Breede Valley,Western Cape,166861,0.2767093568898664,0.1843150886066846,0.16286010511743307,0.14233403851109605,0.11127824956101186,0.0692612413925363
228,WC026,Langeberg,Western Cape,97603,0.2825425447988279,0.17614212677889,0.15270022437834901,0.14390951097814617,0.11383871397395572,0.06955728819810866
229,WC031,Theewaterskloof,Western Cape,108910,0.2537324396290515,0.17640253420255256,0.18145257552107244,0.15219906344688275,0.1161601322192636,0.06864383435864475
230,WC032,Overstrand,Western Cape,79799,0.21576711487612626,0.14617977668893095,0.18571661299013772,0.13654306444942918,0.09604130377573654,0.0899760648629682
231,WC034,Swellendam,Western Cape,35782,0.26141635459169416,0.1707282991448214,0.15010340394611815,0.14034989659605387,0.1240567883293276,0.0794254094237326
232,WC041,Kannaland,Western Cape,24795,0.28461383343416014,0.17096188747731397,0.1316797741480137,0.13284936479128856,0.11857229280096794,0.08219399072393628
233,WC042,Hessequa,Western Cape,52558,0.2423037406293999,0.14576277636135318,0.13621142357015106,0.13811408348871723,0.12646980478709235,0.09874804977358347
234,WC043,Mossel Bay,Western Cape,88869,0.23101418942488383,0.15612868379299868,0.1640504562895948,0.14111782511336912,0.11458438825687248,0.09128042399486885
