,electricity_access,toilet_access,water_access,internet_access,wellfare_measure,mun_code,province
47,0.12423154477942261,0.032765044040364164,0.10433988798697294,0.010313644403477741,0.06791253030255938,EC156,Eastern Cape
48,0.10111297525933978,0.09687900203955793,0.2849858894396092,0.013629245375354801,0.12415177802846543,EC441,Eastern Cape
49,0.09892573793919085,0.05313651311722671,0.16883438009989615,0.01201892664659295,0.08322888945072666,EC442,Eastern Cape
50,0.10378044347509996,0.017899207060150624,0.05182309810557049,0.011489652642286591,0.04624810032077692,EC443,Free State
51,0.03978191389358902,0.02144903498190591,0.04964752893278546,0.00528281951624467,0.029040324331131264,EC444,Free State
52,0.6314089057451889,0.7570303712035995,0.8917475045690988,0.026609186858926714,0.5766989920942035,FS161,Free State
53,0.5022303557131419,0.8558836996336996,0.9612083762444216,0.026736691334447362,0.5865147807314276,FS162,Free State
54,0.2228051226662552,0.7267531665122027,0.9671042471042471,0.028687246647957593,0.48633744573266563,FS163,Free State
55,0.5221238938053098,0.7611914600550964,0.93741391184573,0.023441076824466625,0.5610425856326507,FS181,Free State
56,0.5859622923277954,0.23912637670337875,0.8980392156862745,0.02414972831555645,0.4368194032582513,FS182,Free State
57,0.5851810584958217,0.8431394440102713,0.9224157177941504,0.02666666666666667,0.5943507217417275,FS183,Free State
58,0.6399724556548796,0.8290201791716189,0.9215836624110212,0.05363221363168588,0.6110521277173014,FS184,Free State
59,0.5153968675338466,0.7159204311090414,0.9346726982437467,0.028475486903962392,0.5486163709476493,FS185,Free State
60,0.45568685376661744,0.7211638830897703,0.8596033402922756,0.0563078160611342,0.5231904733024494,FS192,Free State
61,0.4968564292481268,0.6217008797653959,0.8625150940141453,0.027430982943555476,0.5021258464928059,FS193,Free State
62,0.47148773067799565,0.3112277076260383,0.8690436252868319,0.031778729949461654,0.4208844483850819,FS194,Free State
63,0.32915464832482805,0.6124306326304106,0.8602973812694186,0.02754046762589928,0.45735578246263914,FS195,Free State
64,0.6295060761820471,0.8643755753298558,0.938461013944291,0.050104068117313154,0.6206116833933768,FS201,Free State
65,0.6759306594785518,0.762153101136152,0.8751164090147141,0.043039772727272725,0.5890599855891727,FS203,Free State
66,0.682387886691299,0.7975770364172154,0.925164623276458,0.07460550596919369,0.6199337630885415,FS204,Gauteng
67,0.5382299270072993,0.802343678476609,0.8727339315143746,0.03362125011609548,0.5617321967785947,FS205,Gauteng
68,0.8614085917659262,0.919807969688489,0.9539087503767384,0.0698655955057815,0.7012477268342338,GT421,Gauteng
69,0.5521957836432487,0.8943697907807451,0.9279355899529398,0.07482269503546099,0.6123309648530987,GT423,Gauteng
70,0.7633307187129916,0.8713917247131141,0.8975226268804251,0.09607904282033186,0.6570810282817157,GT481,Gauteng
71,0.6391177044700371,0.8398572325070599,0.8836288045183558,0.0788257141728239,0.6103573639170691,GT482,KwaZulu-Natal
72,0.6327429249950525,0.6661371984513055,0.6874317482378636,0.0412453300124533,0.5068893004241687,GT483,KwaZulu-Natal
73,0.142430836182779,0.03352478461730553,0.15693863537049754,0.015314804310833806,0.08705226512035398,KZN211,KwaZulu-Natal
74,0.5628461588584088,0.3430757159670459,0.4655984303466318,0.06062864110554125,0.35803723656940695,KZN212,KwaZulu-Natal
75,0.2139092846991947,0.04352088408294219,0.14478804622285596,0.011971915506481037,0.10354753262786846,KZN213,KwaZulu-Natal
76,0.19587178241864983,0.08575326447086339,0.125609043071526,0.02065127178635942,0.10697134043684967,KZN214,KwaZulu-Natal
77,0.3087242279643468,0.027512177521197907,0.11881992060627933,0.021031270178027858,0.11902189906746297,KZN215,KwaZulu-Natal
78,0.35181960258986383,0.14297264519606523,0.5990657144140502,0.01941571402649247,0.27831841905661797,KZN221,KwaZulu-Natal
79,0.6612059550497212,0.7244655581947743,0.8249710312862109,0.09403301432333483,0.5761688897135104,KZN222,KwaZulu-Natal
80,0.31291434632723414,0.5459639759839894,0.6604831175764047,0.024491490244914902,0.38596323253313575,KZN223,KwaZulu-Natal
81,0.23785912206504303,0.041404535479151426,0.5378200438917338,0.006437454279444038,0.20588028892884308,KZN224,KwaZulu-Natal
82,0.7740600260046008,0.5174784657576577,0.8830750451939865,0.07512469583916055,0.5624345581988515,KZN225,KwaZulu-Natal
83,0.3694896935072956,0.10253429435015113,0.46693542135049226,0.015876796062554578,0.23870905131762338,KZN226,KwaZulu-Natal
84,0.4627965955983494,0.47142363809030474,0.5956055340916449,0.04517770913994867,0.3937508692300619,KZN232,KwaZulu-Natal
85,0.22088243354343656,0.12036824989694499,0.5358402418357532,0.01875630560396221,0.22396180772002425,KZN233,KwaZulu-Natal
86,0.34383796352955576,0.40830619893100695,0.5417408931752564,0.038663335415365395,0.3331370977627961,KZN234,KwaZulu-Natal
87,0.23091689250225836,0.06452466452466453,0.2297864297864298,0.013573628379149081,0.13470040379812545,KZN235,KwaZulu-Natal
88,0.16880243770088074,0.014069173436060631,0.13508647041581173,0.024751436841884467,0.08567737959865938,KZN236,KwaZulu-Natal
89,0.1494754749078537,0.04952944186972221,0.30411418498194537,0.011350607658793855,0.1286174273545788,KZN242,KwaZulu-Natal
90,0.0819600208396172,0.03064933634410971,0.10343688037012558,0.007756463719766472,0.05595067531840474,KZN244,KwaZulu-Natal
91,0.307792874819069,0.20801124385101896,0.2708831107987819,0.028219204468843302,0.20372660848442828,KZN245,KwaZulu-Natal
92,0.6530959104696161,0.5561569688768606,0.8611629312383404,0.05241062117282135,0.5307066079394096,KZN252,KwaZulu-Natal
93,0.30470469552457813,0.09222697777164159,0.5110681577615168,0.013351258634277502,0.23033777242300352,KZN254,KwaZulu-Natal
94,0.1544600938967136,0.2018262150220913,0.5899505183788878,0.0271610769957487,0.24334947607336033,KZN261,KwaZulu-Natal
95,0.28663823738450606,0.0761055634807418,0.46829529243937235,0.014970701729312563,0.21150244875848317,KZN262,KwaZulu-Natal
96,0.3689307115678188,0.3675086449721758,0.6609567865894154,0.03198505945485922,0.3573453006460673,KZN263,KwaZulu-Natal
97,0.25172460742488884,0.04862882653061224,0.25477736020954334,0.015070242656449554,0.14255025920537348,KZN265,KwaZulu-Natal
98,0.41556721761734267,0.15072235485220645,0.4770378027170703,0.024678247237603985,0.26700140560605584,KZN266,KwaZulu-Natal
99,0.12216400692174582,0.05646968127394059,0.22766695576756288,0.013196055684454757,0.10487417491192601,KZN272,KwaZulu-Natal
100,0.13136157740474289,0.1083737210554658,0.251884760366182,0.0282279848730416,0.12996201092485807,KZN273,KwaZulu-Natal
101,0.20004950188725945,0.04032157547052225,0.30724168016951264,0.013038548752834467,0.1401628265700322,KZN274,KwaZulu-Natal
102,0.32566244546131745,0.12075754734670917,0.45054915617465846,0.03272668358805422,0.23242395814268482,KZN275,KwaZulu-Natal
103,0.4426799758015729,0.05497572351569369,0.5003440893102921,0.02023298589822195,0.25455819363144516,KZN281,KwaZulu-Natal
104,0.2122814396442949,0.025283610909968623,0.21801834419502775,0.009235630088710657,0.11620475620950048,KZN283,KwaZulu-Natal
105,0.2549700914848698,0.11386390257917652,0.34022897051673073,0.02422912371705349,0.18332302207445766,KZN284,KwaZulu-Natal
106,0.2007201646090535,0.19049586776859503,0.35799152805041845,0.01663394978820126,0.19146037755406706,KZN285,KwaZulu-Natal
107,0.10087383723271454,0.06385040991882396,0.5083191987723125,0.013206223432792704,0.17156241733916092,KZN286,KwaZulu-Natal
108,0.5476417666303163,0.24602441776957013,0.44618857084231045,0.03372141085698539,0.3183940415247956,KZN291,KwaZulu-Natal
109,0.18518144482596108,0.06628864587552315,0.3850879265534816,0.010721313700210355,0.16181983273879405,KZN293,KwaZulu-Natal
110,0.15692588676343364,0.023932448733413752,0.1366882176975779,0.012542537676227516,0.0825222727176632,KZN294,KwaZulu-Natal
111,0.0837396042443361,0.040819263238679966,0.2701808240203367,0.006625378078640358,0.10034126739549827,KZN431,KwaZulu-Natal
112,0.16601135867190914,0.2989464442493415,0.6327336551118912,0.029346376167185415,0.28175945855008183,KZN432,KwaZulu-Natal
113,0.13553804783695805,0.10056899004267425,0.17318727177882107,0.014896156600620674,0.10604761656476851,KZN434,Limpopo
114,0.13647165899782576,0.05629088696181348,0.1419914298029869,0.010581605854305311,0.08633389540423285,KZN435,Limpopo
115,0.14240654408069184,0.09802593885098182,0.442019549629321,0.021750866377583895,0.17605072473464464,LIM331,Limpopo
116,0.18864388532238127,0.06414476965742902,0.43167534566349436,0.016321040692188787,0.17519626033387337,LIM332,Limpopo
117,0.2931552104558772,0.11864324885850265,0.40862695833886964,0.030635740080952035,0.2127652894335504,LIM333,Limpopo
118,0.13013272004216378,0.04980567151288326,0.4328279435754726,0.015005827505827506,0.1569430406590868,LIM335,Limpopo
119,0.49269118325896294,0.6987421868971371,0.7661265432098765,0.04654420921544209,0.5010260306453547,LIM341,Limpopo
120,0.09732112580535775,0.038327188045798564,0.27467248908296943,0.014660304029123826,0.1062452767408124,LIM342,Limpopo
121,0.22832377945778295,0.129593555677257,0.4527594262778074,0.022537562604340568,0.208303581004297,LIM343,Limpopo
122,0.24553000408218806,0.10107001416996694,0.42279568720422195,0.023140223530165586,0.19813398224663561,LIM344,Limpopo
123,0.1915387556672311,0.048293590024064754,0.4249384741591468,0.009027108848217972,0.16844948217466518,LIM351,Limpopo
124,0.5923496336684273,0.1407309480148407,0.5498123507335381,0.025252750189284284,0.32703642065152255,LIM353,Limpopo
125,0.5691588443697725,0.39806564506563774,0.7075060036314649,0.05450169983574621,0.43230804822565533,LIM354,Limpopo
126,0.43160191148971533,0.15884078473796992,0.5037761364818475,0.021917635169277413,0.2790341169697025,LIM355,Limpopo
127,0.6469054889401952,0.689337822671156,0.7242592038311882,0.06895480664699488,0.5323643305223835,LIM361,Limpopo
128,0.49296007950969023,0.3983297324247964,0.626864431426316,0.035856573705179286,0.38850270426649547,LIM362,Limpopo
129,0.6018666241225271,0.6791140252678715,0.8316142959942432,0.03846776805960479,0.5377656783610616,LIM365,Eastern Cape
130,0.6060631721568296,0.8003907245391999,0.8449974520129098,0.04676226952881447,0.5745534045594385,LIM366,Eastern Cape
131,0.3976710866389482,0.7175924946959604,0.7322361233480176,0.06923417115058599,0.47918346895837804,BUF,Eastern Cape
132,0.6729072519905315,0.8877759827679053,0.9808272296423955,0.05191190706679574,0.648355592866907,EC101,Eastern Cape
133,0.38903715869431327,0.55775169857937,0.8633041688111168,0.0541592175833421,0.4660630609170356,EC105,Eastern Cape
134,0.20595762695556796,0.18775895627372763,0.21319278501503122,0.013249494722658881,0.15503971574174644,EC122,Eastern Cape
135,0.4119324934632755,0.6665873959571939,0.9024738344433872,0.030975735673722252,0.5029923648843947,EC128,Eastern Cape
136,0.1354711323997221,0.04283620373763283,0.1037376328325394,0.007963293011262371,0.07250206549528918,EC135,Eastern Cape
137,0.26405909014604667,0.7604992410187216,0.9586846543001686,0.041399618915641784,0.5061606510951446,EC144,Eastern Cape
138,0.18208890317457316,0.22885813017391965,0.3353174603174603,0.02162862653700876,0.19197328005074046,EC157,Eastern Cape
139,0.5273400431008288,0.9127091070430867,0.9233391239025306,0.09176532998963131,0.6137884010090194,NMA,Free State
140,0.40843599916475254,0.873380693689929,0.9477752245665344,0.03072742474916388,0.565079835542595,FS164,Free State
141,0.41949717332352804,0.5655172413793104,0.9120757840522395,0.026446591015661634,0.4808841974426849,FS191,Free State
142,0.34817235041862366,0.6908385251761822,0.9618960057207069,0.028426185288930386,0.5073332666511108,FS196,Free State
143,0.5301509182057357,0.6390144383728786,0.901114544178327,0.08478210398372096,0.5387655011851655,MAN,Gauteng
144,0.6600951661711195,0.8878716146883779,0.8964361788704187,0.09236256609797466,0.6341913814569727,EKU,Gauteng
145,0.5918136020151133,0.7882914412981228,0.8426444387884958,0.13117730114973442,0.5884816958128666,GT422,Gauteng
146,0.6158434460670525,0.8281226935907655,0.8431789330735394,0.06533180085899219,0.5881192183975874,GT484,Gauteng
147,0.8073538282155016,0.892864168044661,0.9210892676073855,0.1264687758125631,0.6869440099200278,JHB,Gauteng
148,0.7203367367687213,0.7844855738093718,0.9097518303039591,0.1400110829244348,0.6386463059516218,TSH,KwaZulu-Natal
149,0.7390403856354726,0.6608458509882508,0.8361512758932527,0.10300799912322572,0.5847613779100505,ETH,KwaZulu-Natal
150,0.5761001051024253,0.2952773135991088,0.40199725476934095,0.06487573099415204,0.3345626011162568,KZN216,KwaZulu-Natal
151,0.42719801519615447,0.1309996110462855,0.37784864276269736,0.01692894611349547,0.2382438037796582,KZN227,KwaZulu-Natal
152,0.46929725667042466,0.7583213827458676,0.7864150943396226,0.0600796812749004,0.5185283537577039,KZN241,KwaZulu-Natal
153,0.20111228017435742,0.1966019417475728,0.2666868932038835,0.023664002507443976,0.17201627940831443,KZN253,KwaZulu-Natal
154,0.04469323513690087,0.030087494791976668,0.3019165525861556,0.013537744306975076,0.09755875670550204,KZN271,KwaZulu-Natal
155,0.6997490521262377,0.4857956880256417,0.9079801660137523,0.09097399286078531,0.5461247247566042,KZN282,KwaZulu-Natal
156,0.7022120017520807,0.3432488246408014,0.487247083635405,0.06675343583860933,0.39986533646672406,KZN292,KwaZulu-Natal
157,0.31612246382081305,0.6370554661202985,0.7260354163617737,0.04992603550295858,0.43228484545146095,KZN433,KwaZulu-Natal
158,0.46297693645221616,0.3859008520017106,0.8421606684650306,0.04460172264138346,0.43391004489008517,LIM334,Limpopo
159,0.32215816072318315,0.03309819010973351,0.6006626527485839,0.014718709114696903,0.24265942817404937,LIM352,Limpopo
160,0.5400162999185004,0.6037303664921466,0.9151267375306623,0.037165510406342916,0.5240097285869131,LIM364,Limpopo
161,0.4173729140616558,0.23817181025419012,0.6130653266331658,0.026682714852908993,0.32382319145048016,LIM367,Limpopo
162,0.2734978709982653,0.06960300217262493,0.7060519870427432,0.017038266919671093,0.26654778178332617,LIM471,Limpopo
163,0.40975526852481303,0.08502950968523003,0.4448690059585737,0.01796922841396203,0.2394057531456447,LIM472,Limpopo
164,0.2837209302325581,0.03298421959020138,0.30576057922114436,0.014207572636215103,0.15916832542002973,LIM473,Limpopo
165,0.37851410820605746,0.01710819638135725,0.3156366652841145,0.013862928348909658,0.18128047455510973,LIM474,Limpopo
166,0.31240441564941746,0.05328057293335749,0.2669286072563117,0.021768190580719604,0.16359544660495157,LIM475,Limpopo
167,0.3099103407053198,0.14752333094041636,0.6914094280928452,0.020828316879364314,0.29241785415448646,MP301,Mpumalanga
168,0.32477284416252356,0.7146442939174088,0.7774644981604374,0.05873920492290479,0.4689052102908186,MP302,Mpumalanga
169,0.2639701306782825,0.5811965811965812,0.8162819713038054,0.038802591032010565,0.42506281855267,MP304,Mpumalanga
170,0.5621249476671163,0.8540646425073457,0.9079333986287953,0.06573041841609961,0.5974633518048391,MP305,Mpumalanga
171,0.5117824016044121,0.7878673700075358,0.8648750470928043,0.037285136501516686,0.5504524888015672,MP306,Mpumalanga
172,0.5832878016109417,0.9122561440189947,0.9506866306370161,0.08650030388616782,0.63318272003828,MP307,Mpumalanga
173,0.6657677664974619,0.7671351035736561,0.8564110730684502,0.0905536586998728,0.5949669004598602,MP312,Mpumalanga
174,0.5608255321186583,0.8412277742976919,0.8647424468751506,0.10620858895705522,0.5932510855621389,MP313,Mpumalanga
175,0.25721542368967903,0.7820141383706107,0.8754200950283926,0.04773809523809524,0.4905969380816944,MP314,Mpumalanga
176,0.5700448014830836,0.08166169169618138,0.911857958148383,0.025336058972929443,0.3972251275751444,MP315,Mpumalanga
177,0.5148934537852197,0.1440704019675659,0.7260202905234032,0.01734760676190843,0.3505829382595243,MP316,Mpumalanga
178,0.5598860398860399,0.6527364323334096,0.8419576416714367,0.07515494313737289,0.5324337642570648,MP321,Mpumalanga
179,0.5409962275771807,0.6531305489075889,0.7564458854407905,0.061,0.5028931654813901,MP323,Mpumalanga
180,0.43926433309961704,0.07032053433213896,0.5893566580425864,0.02860688393965123,0.2818871023534984,MP324,Mpumalanga
181,0.3829415501905972,0.060190887922881915,0.4162726196247348,0.01866868260852266,0.21951843508668414,MP325,Mpumalanga
182,0.5819683765293667,0.05851094060812731,0.7409059906786405,0.017183010440670252,0.34964207956420124,NW371,North West
183,0.6456325662745636,0.32535440656971143,0.70402697649879,0.04512286100620133,0.43003420258731656,NW372,North West
184,0.4689655172413793,0.6536838688737423,0.7911707422635793,0.053675213675213676,0.49187383551347863,NW374,North West
185,0.5872621809744779,0.13111173080498234,0.5606785963281432,0.026286708518492394,0.326334804156524,NW375,North West
186,0.4302213666987488,0.020667242167267556,0.14512034122067635,0.008848207475209764,0.15121428939047563,NW381,North West
187,0.4613340192043896,0.33308972099221873,0.4565385607428424,0.023009307135470527,0.31849290201873026,NW382,North West
188,0.6168809315474187,0.3095270201935071,0.5276110848897579,0.04166379012771833,0.37392070668960053,NW383,North West
189,0.4214775041658952,0.22743977133523888,0.55636809087197,0.024045098941555453,0.30733261632866493,NW385,North West
190,0.44239514906518446,0.6708259061200238,0.7768251273344652,0.043515358361774746,0.48339038522036204,NW392,North West
191,0.6262400571990347,0.6372592924317062,0.77747917226552,0.026119066918850763,0.5167743972037779,NW393,North West
192,0.3700866581881636,0.08948552483571133,0.20020129658683875,0.012630570770105654,0.16810101259520482,NW394,North West
193,0.33535870376292504,0.07572680632749038,0.322646147269424,0.013090128755364807,0.18670544652880106,NW397,North West
194,0.3924573963900373,0.3824926715859699,0.6971902162927026,0.017900485436893203,0.37251019242640077,NW401,North West
195,0.6533404249032296,0.8757082258016671,0.9353068549224335,0.13675763423075746,0.6502782849645219,NW402,North West
196,0.700302554908113,0.9298001517834557,0.9568957036245836,0.058021740367651245,0.661255037670951,NW403,North West
197,0.5803801434240757,0.7797415298637792,0.8565840027942717,0.03396092362344583,0.562666649926393,NW404,North West
198,0.7295313382269905,0.8035107587768969,0.9813242784380306,0.06286379511059371,0.644307542638128,NC061,Northern Cape
199,0.5187032418952618,0.530625,0.9875156054931336,0.016832440703902066,0.5134190720230744,NC064,Northern Cape
200,0.6542815674891147,0.8065078442765834,0.972972972972973,0.033262775929845785,0.6167562901671292,NC065,Northern Cape
201,0.5668176670441676,0.5368480725623582,0.9858196256381169,0.028072364316905803,0.529389432390387,NC066,Northern Cape
202,0.5084070796460177,0.8161276030128489,0.922360248447205,0.028345724907063198,0.5688101640032837,NC067,Northern Cape
203,0.3208709942481512,0.7698641416220667,0.939287919324964,0.03635603844546594,0.516594773410162,NC072,Northern Cape
204,0.6740882393115695,0.8812003288572211,0.9716399506781751,0.039880783423218845,0.6417023255675461,NC073,Northern Cape
205,0.6052350427350427,0.7857525441885378,0.9008574490889604,0.025360230547550433,0.5793013166400228,NC074,Northern Cape
206,0.6481159420289855,0.8398142774230992,0.934997098084736,0.030760301799187463,0.6134219048340019,NC075,Northern Cape
207,0.42810457516339867,0.6968259759211967,0.8361313868613138,0.04174431606410734,0.5007015635025042,NC076,Northern Cape
208,0.5683895367160416,0.6621877963958267,0.813685208596713,0.03349048935132499,0.5194382577649765,NC078,Northern Cape
209,0.4856909239574816,0.4560394412489729,0.9564502875924404,0.025777777777777778,0.48098960764416815,NC081,Northern Cape
210,0.6480073229122659,0.789935593460259,0.8770613631537971,0.022478344906578854,0.5843706561082253,NC082,Northern Cape
211,0.7210967516590988,0.7806274463983175,0.9343342875503885,0.059251684311838304,0.6238275424799108,NC083,Northern Cape
212,0.5093690248565965,0.5667689946277821,0.8017638036809815,0.020976200080677694,0.47471950581150946,NC084,Northern Cape
213,0.7749322084965351,0.9457340970756708,0.9825143201688272,0.06308481738605494,0.6915663607817719,NC086,Northern Cape
214,0.6898715801228364,0.8851558822870207,0.9158840800591703,0.06531681643722277,0.6390570897265626,NC091,Northern Cape
215,0.5721586760769044,0.7557046979865771,0.8416300634455832,0.030939226519337018,0.5501081660071004,NC092,Northern Cape
216,0.7054935035331662,0.8753139986298242,0.8984250171193792,0.01964816084075851,0.6247201700307821,NC093,Northern Cape
217,0.288347718865598,0.051247221536181775,0.11879476413929366,0.013568773234200743,0.11798961944381854,NC451,Northern Cape
218,0.6081946222791293,0.2374469984378487,0.38395447444766795,0.037439748907073196,0.3167589610179298,NC452,Northern Cape
219,0.7401543374135179,0.8509241896597911,0.967577706323687,0.09541232761047003,0.6635171402518665,NC453,Northern Cape
220,0.5922556709463506,0.9129921952937035,0.8904348336365236,0.1418835662170857,0.6343915665234159,CPT,Western Cape
221,0.5741713160485724,0.7004354613425355,0.9366526990386985,0.06533463000618867,0.5691485266089987,WC011,Western Cape
222,0.6768246802106848,0.8886687423341825,0.9442400226436456,0.06337656859643573,0.643277503446237,WC013,Western Cape
223,0.7403311815885489,0.9488521269412559,0.9706875210982334,0.089307732957548,0.6872946406463964,WC014,Western Cape
224,0.663427734375,0.8918799862953355,0.9029069198394832,0.07341082253489795,0.6329063657611791,WC015,Western Cape
225,0.568597492472925,0.9149531024531025,0.932130777903044,0.037653568414142365,0.6133337353108035,WC022,Western Cape
226,0.7067458930443901,0.9459247162907993,0.9385232346618158,0.09499140298774088,0.6715463117461865,WC023,Western Cape
227,0.6786213623801008,0.8987854251012146,0.9039736180494335,0.059730383684756305,0.6352776973038764,WC025,Western Cape
228,0.6854932526756631,0.8948259752394301,0.9442303200186872,0.04844926762734982,0.6432497038902826,WC026,Western Cape
229,0.6701889542449638,0.8761020151133502,0.8701196473551638,0.04986464537087169,0.6165688155210873,WC031,Western Cape
230,0.3915130732961852,0.9266609145815358,0.862738331464067,0.09130014924062857,0.5680531171456041,WC032,Western Cape
231,0.656244884596497,0.8668415874057068,0.9220928325405937,0.05155343120518949,0.6241831839369968,WC034,Western Cape
232,0.5996697334276953,0.7346745562130178,0.9123845607388112,0.04479089334323187,0.572879935930689,WC041,Western Cape
233,0.62015402688944,0.8971376290680957,0.951117500980264,0.07352941176470588,0.6354846421756264,WC042,Western Cape
234,0.47711711711711713,0.8890015939718882,0.9091436023764672,0.110362504577078,0.5964062045106376,WC043,Western Cape
